2024-12-08 00:04:53,507 [39m[DEBUG][0;39m [SpringApplicationShutdownHook] [35m[o.s.b.a.ApplicationAvailabilityBean][0;39m: Application availability state ReadinessState changed from ACCEPTING_TRAFFIC to REFUSING_TRAFFIC
         - @ConditionalOnMissingBean (types: org.springframework.boot.task.SimpleAsyncTaskSchedulerBuilder; SearchStrategy: all) found beans of type 'org.springframework.boot.task.SimpleAsyncTaskSchedulerBuilder' simpleAsyncTaskSchedulerBuilder (OnBeanCondition)

   TaskSchedulingConfigurations.TaskSchedulerConfiguration:
      Did not match:
         - @ConditionalOnBean (names: org.springframework.context.annotation.internalScheduledAnnotationProcessor; SearchStrategy: all) did not find any beans named org.springframework.context.annotation.internalScheduledAnnotationProcessor (OnBeanCondition)

   ThymeleafAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.thymeleaf.spring6.SpringTemplateEngine' (OnClassCondition)

   TransactionAutoConfiguration#transactionalOperator:
      Did not match:
         - @ConditionalOnSingleCandidate (types: org.springframework.transaction.ReactiveTransactionManager; SearchStrategy: all) did not find any beans (OnBeanCondition)

   TransactionAutoConfiguration.AspectJTransactionManagementConfiguration:
      Did not match:
         - @ConditionalOnBean did not find required type 'org.springframework.transaction.aspectj.AbstractTransactionAspect' (OnBeanCondition)
         - @ConditionalOnBean (types: org.springframework.transaction.aspectj.AbstractTransactionAspect; SearchStrategy: all) did not find any beans of type org.springframework.transaction.aspectj.AbstractTransactionAspect (OnBeanCondition)

   TransactionAutoConfiguration.EnableTransactionManagementConfiguration:
      Did not match:
         - @ConditionalOnMissingBean (types: org.springframework.transaction.annotation.AbstractTransactionManagementConfiguration; SearchStrategy: all) found beans of type 'org.springframework.transaction.annotation.AbstractTransactionManagementConfiguration' org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration (OnBeanCondition)

   TransactionAutoConfiguration.EnableTransactionManagementConfiguration.CglibAutoProxyConfiguration:
      Did not match:
         - Ancestor org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration did not match (ConditionEvaluationReport.AncestorsMatchedCondition)
      Matched:
         - @ConditionalOnProperty (spring.aop.proxy-target-class=true) matched (OnPropertyCondition)

   TransactionAutoConfiguration.EnableTransactionManagementConfiguration.JdkDynamicAutoProxyConfiguration:
      Did not match:
         - @ConditionalOnProperty (spring.aop.proxy-target-class=false) did not find property 'proxy-target-class' (OnPropertyCondition)
         - Ancestor org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration did not match (ConditionEvaluationReport.AncestorsMatchedCondition)

   UserDetailsServiceAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.springframework.security.authentication.AuthenticationManager' (OnClassCondition)

   ValidationAutoConfiguration:
      Did not match:
         - @ConditionalOnResource did not find resource 'classpath:META-INF/services/jakarta.validation.spi.ValidationProvider' (OnResourceCondition)
      Matched:
         - @ConditionalOnClass found required class 'jakarta.validation.executable.ExecutableValidator' (OnClassCondition)

   WebClientAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.springframework.web.reactive.function.client.WebClient' (OnClassCondition)

   WebFluxAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.springframework.web.reactive.config.WebFluxConfigurer' (OnClassCondition)

   WebMvcAutoConfiguration#hiddenHttpMethodFilter:
      Did not match:
         - @ConditionalOnProperty (spring.mvc.hiddenmethod.filter.enabled) did not find property 'enabled' (OnPropertyCondition)

   WebMvcAutoConfiguration.ProblemDetailsErrorHandlingConfiguration:
      Did not match:
         - @ConditionalOnProperty (spring.mvc.problemdetails.enabled=true) did not find property 'enabled' (OnPropertyCondition)

   WebMvcAutoConfiguration.WebMvcAutoConfigurationAdapter#beanNameViewResolver:
      Did not match:
         - @ConditionalOnMissingBean (types: org.springframework.web.servlet.view.BeanNameViewResolver; SearchStrategy: all) found beans of type 'org.springframework.web.servlet.view.BeanNameViewResolver' beanNameViewResolver (OnBeanCondition)

   WebServiceTemplateAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.springframework.oxm.Marshaller' (OnClassCondition)

   WebServicesAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.springframework.ws.transport.http.MessageDispatcherServlet' (OnClassCondition)

   WebSessionIdResolverAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'reactor.core.publisher.Mono' (OnClassCondition)

   WebSocketMessagingAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.springframework.web.socket.config.annotation.WebSocketMessageBrokerConfigurer' (OnClassCondition)

   WebSocketReactiveAutoConfiguration:
      Did not match:
         - @ConditionalOnWebApplication did not find reactive web application classes (OnWebApplicationCondition)

   WebSocketServletAutoConfiguration.JettyWebSocketConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'org.eclipse.jetty.ee10.websocket.jakarta.server.config.JakartaWebSocketServletContainerInitializer' (OnClassCondition)

   WebSocketServletAutoConfiguration.UndertowWebSocketConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'io.undertow.websockets.jsr.Bootstrap' (OnClassCondition)

   XADataSourceAutoConfiguration:
      Did not match:
         - @ConditionalOnClass did not find required class 'jakarta.transaction.TransactionManager' (OnClassCondition)


Exclusions:
-----------

    None


Unconditional classes:
----------------------

    org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration

    org.springframework.boot.autoconfigure.ssl.SslAutoConfiguration

    org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration

    org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration

    com.ulisesbocchio.jasyptspringbootstarter.JasyptSpringBootAutoConfiguration

    org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration

    org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration



2024-12-08 14:56:02,177 [34m[INFO ][0;39m [main] [35m[net.happytodo.HappyTodoApplication][0;39m: Started HappyTodoApplication in 2.89 seconds (process running for 3.434)
2024-12-08 14:56:02,178 [39m[DEBUG][0;39m [main] [35m[o.s.b.a.ApplicationAvailabilityBean][0;39m: Application availability state LivenessState changed to CORRECT
2024-12-08 14:56:02,180 [39m[DEBUG][0;39m [main] [35m[o.s.b.a.ApplicationAvailabilityBean][0;39m: Application availability state ReadinessState changed to ACCEPTING_TRAFFIC
2024-12-08 14:56:03,577 [34m[INFO ][0;39m [http-nio-18080-exec-1] [35m[o.a.c.c.C.[Tomcat].[localhost].[/]][0;39m: Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-12-08 14:56:03,577 [34m[INFO ][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Initializing Servlet 'dispatcherServlet'
2024-12-08 14:56:03,577 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Detected StandardServletMultipartResolver
2024-12-08 14:56:03,577 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Detected AcceptHeaderLocaleResolver
2024-12-08 14:56:03,577 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Detected FixedThemeResolver
2024-12-08 14:56:03,577 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@51a99a8
2024-12-08 14:56:03,578 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Detected org.springframework.web.servlet.support.SessionFlashMapManager@4b3e8133
2024-12-08 14:56:03,578 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
2024-12-08 14:56:03,578 [34m[INFO ][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Completed initialization in 1 ms
2024-12-08 14:56:03,585 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.web.servlet.DispatcherServlet][0;39m: GET "/api/todo/status", parameters={}
2024-12-08 14:56:03,593 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.w.s.h.SimpleUrlHandlerMapping][0;39m: Mapped to ResourceHttpRequestHandler [classpath [META-INF/resources/], classpath [resources/], classpath [static/], classpath [public/], ServletContext [/]]
2024-12-08 14:56:03,601 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.w.s.r.ResourceHttpRequestHandler][0;39m: Resource not found
2024-12-08 14:56:03,605 [39m[DEBUG][0;39m [http-nio-18080-exec-1] [35m[o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver][0;39m: Using @ExceptionHandler net.happytodo.core.exception.CustomExceptionHandler#handleInvalidInputException(Exception, HandlerMethod, HttpServletRequest)
2024-12-08 14:56:03,608 [31m[WARN ][0;39m [http-nio-18080-exec-1] [35m[o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver][0;39m: Failure in @ExceptionHandler net.happytodo.core.exception.CustomExceptionHandler#handleInvalidInputException(Exception, HandlerMethod, HttpServletRequest)
java.lang.IllegalStateException: Could not resolve parameter [1] in public org.springframework.http.ResponseEntity<net.happytodo.core.exception.ErrorResponse> net.happytodo.core.exception.CustomExceptionHandler.handleInvalidInputException(java.lang.Exception,org.springframework.web.method.HandlerMethod,jakarta.servlet.http.HttpServletRequest): No suitable resolver
	at org.springframework.web.method.support.InvocableHandlerMethod.getMethodArgumentValues(InvocableHandlerMethod.java:221)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:178)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)
	at org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver.doResolveHandlerMethodException(ExceptionHandlerExceptionResolver.java:432)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodExceptionResolver.doResolveException(AbstractHandlerMethodExceptionResolver.java:74)
	at org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver.resolveException(AbstractHandlerExceptionResolver.java:175)
	at org.springframework.web.servlet.handler.HandlerExceptionResolverComposite.resolveException(HandlerExceptionResolverComposite.java:80)
	at org.springframework.web.servlet.DispatcherServlet.processHandlerException(DispatcherServlet.java:1358)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1161)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1106)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
